"Title"	"Author(s)"	"Editor(s)"	"Importance"	"ISBN10"	"ISBN13"	"Date of Publication"	"Publisher"	"Web Address"	"Time Period"	"CKEY"
"The madness of women: myth and experience"	"Ussher; Jane M."		"Essential reading"	"0415339278; 0415339286"	"9780415339278; 9780415339285"	"c2011"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203806579"	1516	
"Understanding sport: a socio-cultural analysis"	"Horne, John"		"Essential reading"	"0415591414; 0415591406"	"9780415591416; 9780415591409"	2012	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203807132"	1516	
"Urban wildscapes"	"Jorgensen, Anna; Keenan, Richard"		"Essential reading"	"0415581052; 0415581060"	"9780415581059; 9780415581066"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203807545"	1516	
"Biochemistry"	"Hames, B. D.; Hooper, N. M."		"Essential reading"		9780203808320	"c2011"	"Garland Science"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203808320"	1516	
"Politics and policy making in education: explorations in policy sociology"	"Ball, Stephen J."		"Essential reading"		9780203808726	2012	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203808726"	1516	
"The Mediterranean world in late antiquity, 395-700 AD"	"Cameron, Averil; Cameron, Averil"		"Essential reading"		9780203809082	2012	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203809082"	1516	
"Probation: working with offenders"	"Canton, Robert"		"Essential reading"		"9781843923732; 9781843923749"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203809167"	1516	
"Constitutional & administrative law"	"Barnett, Hilaire"		"Essential reading"		9780203809198	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203809198"	1516	
"Foundations of primary teaching"	"Hayes, Denis"		"Items for purchase"	"0415675561; 041567557X"	"9780415675567; 9780415675574"	2012	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203809419"	1516	
"Doing justice to young people: youth crime and social justice"	"Smith, Roger S."		"Essential reading"		9780203810293	2011	"Willan"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203810293"	1516	
"A new response to youth crime"	"Smith; David John"		"Essential reading"		9780203810354	2010	"Willan"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203810354"	1516	
"Crime and economics: an introduction"	"Albertson; Kevin; Fox; Chris"		"Essential reading"		9780203813041	2012	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203813041"	1516	
"Readings and cases in international human resource management and organizational behavior"	"Stahl, GÃ¼nter K.; Mendenhall, Mark E.; Oddou, Gary R."		"Essential reading"		9780203813430	2012	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203813430"	1516	
"Debates in religious education"	"Barnes, Philip"		"Essential reading"		"9780415583923; 9780415583916; 9780203813805"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203813805"	1516	
"Learning outside the classroom: theory and guidelines for practice"	"Beames, Simon; Higgins, Peter J.; Nicol, Robbie"		"Essential reading"	415893623	9780415893626	2012	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203816011"	1516	
"Ethics and public policy: a philosophical inquiry"	"Wolff; Jonathan"		"Items for purchase"		9780203816387	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203816387"	1516	
"E-moderating: the key to online teaching and learning"	"Salmon, Gilly"		"Essential reading"	415881730	9780415881739	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203816684"	1516	
"Successful research supervision: advising students doing research"	"Lee, Anne"		"Essential reading"		9780203816844	2012	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203816844"	1516	
"Creative learning for inclusion: creative approaches to meet special needs in the classroom"	"Sellman; Edward"		"Essential reading"	"0415570808; 0415570816"	"9780415570800; 9780415570817"	"c2012"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203818145"	1516	
"The monstrous-feminine: film, feminism, psychoanalysis"	"Creed, Barbara"		"Essential reading"		9780203820513	1993	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203820513"	1516	
"Reflection in learning & professional development: theory & practice"	"Moon, Jennifer A."		"Essential reading"	203822293	"9780203822296; 9780749434526"	2008	"RoutledgeFalmer"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203822296"	1516	
"Reflection in learning and professional development: theory and practice"	"Moon, Jennifer A."		"Essential reading"	"0749428643; 074943452X"		1999	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203822296"	1516	
"Reflection in learning &amp; professional development: theory &amp; practice"	"Moon; Jennifer A."		"Essential reading"		9780203822296	2008	"RoutledgeFalmer"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203822296"	1516	
"Meeting the learning needs of all children: personalised learning in the primary school"	"Dean, Joan"		"Items for purchase"		9780203823231	2006	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203823231"	1516	
"History 3-11: a guide for teachers"	"Cooper; Hilary"		"Essential reading"		9780203824603	2007	"David Fulton"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203824603"	1516	
"Creative teaching: science in the early years and primary classroom"	"Oliver, Ann"		"Essential reading"	1843122596	9781843122593	2006	"David Fulton"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203826287"	1516	
"Macroeconomics"	"Rossana, Robert J."		"Essential reading"		9780203829271	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203829271"	1516	
"Illegal leisure revisited: changing patterns of alcohol and drug use in adolescents and young adults"	"Aldridge, Judith; Measham, Fiona; Williams, Lisa"		"Items for purchase"		9780203830468	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203830468"	1516	
"Language knowledge for primary teachers"	"Wilson, Angela; Scanlon, Julie"		"Essential reading"	"0415564808; 0415564816"	"9780415564809; 9780415564816"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203831007"	1516	
"Debates in history teaching"	"Davies, Ian"		"Essential reading"	"0415571618; 0415571626"	"9780415571616; 9780415571623"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203831458"	1516	
"The irregular school: exclusion, schooling and inclusive education"	"Slee, Roger"		"Essential reading"	"0415479894; 0415479908"	"9780415479899; 9780415479905"	"c2011"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203831564"	1516	
"Tourism and poverty"	"Scheyvens; Regina"		"Items for purchase"		9780203831595	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203831595"	1516	
"Effective practice in youth justice"	"Stephenson; Martin; Brown; Sally; Giller; Henri"		"Essential reading"	"0415610753; 041561077X"	"9780415610759; 9780415610773"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203831946"	1516	
"Youth in crisis?: 'gangs', territoriality and violence"	"Goldson; Barry"		"Essential reading"		9780203832004	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203832004"	1516	
"In other words: a coursebook on translation"	"Baker, Mona"		"Essential reading"		9780203832929	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203832929"	1516	
"Handbook of public protection"	"Nash, Mike; Williams, Andy"		"Items for purchase"		9780203833292	2010	"Willan"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203833292"	1516	
"Forensic psychology: concepts, debates and practice"	"Adler; Joanna R."		"Essential reading"	"1843920107; 1843920093"		2004	"Willan"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203833308"	1516	
"Cluttering: a handbook of research, intervention and education"	"Ward, David; Scott, Kathleen Scaler"		"Essential reading"	1848720297	9781848720299	"c2011"	"Psychology"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203833421"	1516	
"Skilled interpersonal communication: research, theory and practice"	"Hargie; Owen"		"Items for purchase"	"0415432030; 0415432049"	"9780415432030; 9780415432047"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203833919"	1516	
"The literate classroom"	"Goodwin, Prue"		"Essential reading"	"0415584078; 0415584086; 0203834739"	"9780415584074; 9780415584081; 9780203834732"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203834732"	1516	
"Building relationships and communicating with young children: a practical guide for social workers"	"Winter, Karen"		"Essential reading"		9780203836729	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203836729"	1516	
"Introduction to communication studies"	"Fiske; John"		"Essential reading"		9780203837382	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203837382"	1516	
"Disability studies and the inclusive classroom: critical practices for creating least restrictive attitudes"	"Baglieri; Susan; Shapiro; Arthur H."		"Essential reading"		9780203837399	"c2012"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203837399"	1516	
"Radical education and the common school: a democratic alternative"	"Fielding; Michael; Moss; Peter"		"Essential reading"	"0415498287; 0415498295"	"9780415498289; 9780415498296"	"c2011"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203837405"	1516	
"The Routledge history of the Holocaust"	"Friedman, Jonathan C."		"Essential reading"		9780203837443	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203837443"	1516	
"Handbook of child language disorders"	"Schwartz; Richard G."		"Essential reading"	1841694339	9781841694337	"c2009"	"Psychology"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203837764"	1516	
"Integrative therapy: 100 key points and techniques"	"Gilbert; Maria; Orlans; Vanja"		"Essential reading"		9780203838327	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203838327"	1516	
"Educational psychology: concepts, research and challenges"	"Rubie-Davies; Christine M."		"Essential reading"	"0415562635; 0415562643"	"9780415562638; 9780415562645"	"c2011"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203838884"	1516	
"Educational Psychology: Concepts, Research and Challenges."	"Rubie-Davies; Christine M."		"Essential reading"	"0415562635; 0415562643"	"9780415562638; 9780415562645"	"c2011"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203838884"	1516	
"The Routledge handbook of urban ecology"	"Douglas, Ian"		"Essential reading"		9780203839263	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203839263"	1516	
"Equality, participation and inclusion: 2: Diverse contexts"	"Rix; Jonathan; Open University"		"Essential reading"	"0415584248; 0415584256"	"9780415584241; 9780415584258"	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203839775"	1516	
"Equality, participation and inclusion: 1: Diverse perspectives"	"Rix, Jonathan"		"Essential reading"	"0415584221; 041558423X"	"9780415584227; 9780415584234"	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203839782"	1516	
"Practice-based evidence for healthcare: clinical mindlines"	"Gabbay; J.; Le May; AndreÌe"		"Essential reading"	"0415486688; 0415486696"	"9780415486682; 9780415486699"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203839973"	1516	
"The Psychology of Education."	"Long, Martyn"		"Items for purchase"	"0415486904; 0415486890"	"9780415486903; 9780415486897"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203840092"	1516	
"The psychology of education"	"Long, Martyn"		"Essential reading"		9780203840092	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203840092"	1516	
"Introducing neuropsychology"	"Stirling, John D.; Elliott, Rebecca"		"Essential reading"		9780203841204	"c2008"	"Psychology"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203841204"	1516	
"Freud and education"	"Britzman, Deborah P."		"Essential reading"		9780203841501	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203841501"	1516	
"Social care with African families in the UK"	"Nzira, Viola"		"Essential reading"	"0415482941; 0415482933"	"9780415482943; 9780415482936"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203842089"	1516	
"Managing and marketing tourist destinations: strategies to gain a competitive edge"	"Kozak; M.; Baloglu; Seyhmus"		"Essential reading"		9780203842300	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203842300"	1516	
"An introduction to sustainable development"	"Elliott, Jennifer A."		"Essential reading"		9780203844175	2013	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203844175"	1516	
"Theories and practices of development"	"Willis, Katie"		"Essential reading"		9780203844182	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203844182"	1516	
"From Solon to Socrates: Greek history and civilization during the 6th and 5th centuries B.C."	"Ehrenberg, Victor"		"Essential reading"		9780203844779	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203844779"	1516	
"From the Gracchi to Nero: a history of Rome from 133 B.C. to A.D. 68"	"Scullard, H. H."		"Essential reading"		9780203844786	"c2011"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203844786"	1516	
"Key themes in health and social care: a companion to learning"	"Barnard, Adam"		"Essential reading"	"0415476372; 0415476380"	"9780415476379; 9780415476386"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203845851"	1516	
"Performance theatre and the poetics of failure: Forced Entertainment, Goat Island, Elevator Repair Service"	"Bailes; Sara Jane"		"Essential reading"	415585651	9780415585651	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203846179"	1516	
"Qualitative research methods in public relations and marketing communications"	"Daymon, Christine; Holloway, Immy"		"Essential reading"		9780203846544	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203846544"	1516	
"Social capital and sport governance in Europe"	"Groeneveld, Margaret M.; Houlihan, Barrie; Ohl, Fabien"		"Essential reading"		9780203846896	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203846896"	1516	
"Notes from an Odin actress: stones of water"	"Varley; Julia"		"Essential reading"	"0415586283; 0415586291; 0203847040"	"9780415586283; 9780415586290; 9780203847046"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203847046"	1516	
"Recovery from stuttering"	"Howell, Peter"		"Essential reading"	1848729162	9781848729162	"c2011"	"Psychology"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203847404"	1516	
"Using story: in higher education and professional development"	"Moon; Jennifer A."		"Essential reading"		9780203847718	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203847718"	1516	
"Ethical issues in youth work"	"Banks, Sarah"		"Essential reading"		9780203849361	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203849361"	1516	
"The media student's book"	"Branston, Gill; Stafford, Roy"		"Essential reading"		9780203850640	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203850640"	1516	
"Tourism and change in polar regions: climate, environments and experiences"	"Hall, Colin Michael; Saarinen, Jarkko"		"Essential reading"		9780203851807	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203851807"	1516	
"Rethinking learning for a digital age: how learners are shaping their own experiences"	"Sharpe, Rhona; Beetham, Helen; Freitas, Sara de"		"Essential reading"	"0415875439; 0415875420"	"9780415875431; 9780415875424"	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203852064"	1516	
"A choreographer's handbook"	"Burrows, Jonathan"		"Essential reading"	"0415555299; 0415555302; 0203852168"	"9780415555296; 9780415555302; 9780203852163"	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203852163"	1516	
"Events management: an introduction"	"Bladen, Charles"		"Essential reading"		9780203852972	2012	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203852972"	1516	
"The political economy of Africa"	"Padayachee, Vishnu"		"Essential reading"		9780203854228	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203854228"	1516	
"Ancient Greece: social and historical documents from archaic times to the death of Alexander the Great"	"Dillon, Matthew; Garland, Lynda"		"Essential reading"		9780203854556	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203854556"	1516	
"Religious education: a conceptual and interdisciplinary approach for secondary level"	"Erricker, Clive"		"Essential reading"	"0415478731; 041547874X; 020385554X"	"9780415478731; 9780415478748; 9780203855546"	"c2010"	"David Fulton"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203855546"	1516	
"Adventure education: an introduction"	"Hodgson, Chris; Berry, Matt"		"Essential reading"		9780203856758	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203856758"	1516	
"The Routledge handbook of corpus linguistics"	"O'Keeffe, Anne; McCarthy, Michael"		"Essential reading"		9780203856949	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203856949"	1516	
"The coaching process: a practical guide to becoming an effective sports coach"	"Kidman, Lynn; Hanrahan, Stephanie J."		"Essential reading"		9780203857427	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203857427"	1516	
"An introduction to African politics"	"Thomson, Alex"		"Essential reading"		9780203857946	"c2010"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203857946"	1516	
"The new extremism in 21st century Britain"	"Eatwell, Roger; Goodwin, Matthew"		"Essential reading"		9780203859612	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203859612"	1516	
"Mathematical knowledge for primary teachers"	"Suggate, Jennifer; Davis, Andrew; Goulding, Maria"		"Essential reading"		9780203859643	"c2010"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203859643"	1516	
"Outdoor learning in the early years"	"Bilton, Helen"		"Essential reading"	415567599	9780415567596	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203860137"	1516	
