"Title"	"Author(s)"	"Editor(s)"	"Importance"	"ISBN10"	"ISBN13"	"Date of Publication"	"Publisher"	"Web Address"	"Time Period"	"CKEY"
"Rougher justice: anti-social behaviour and young people"	"Squires; Peter; Stephen; Dawn E."		"Essential reading"	1843921111		2005	"Willan"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781843926702"	1516	
"Sex crime: sex offending and society"	"Thomas, Terry"		"Items for purchase"		9781843926740	2005	"Willan"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781843926740"	1516	
"Sex offenders in the community: managing and reducing the risks"	"Matravers, Amanda; University of Cambridge"		"Items for purchase"		9781843926757	2005	"Willan"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781843926757"	1516	
"Making people behave: anti-social behaviour, politics and policy"	"Burney, Elizabeth"		"Essential reading"		9781843927112	2009	"Willan Publishing"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781843927112"	1516	
"Crime prevention policies in comparative perspective"	"Crawford, Adam"		"Essential reading"		9781843927259	2009	"Willan"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781843927259"	1516	
"Comparative criminal justice"	"Pakes; Francis J."		"Items for purchase"		9781843927716	2010	"Willan Publishing"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781843927716"	1516	
"Handbook of Internet crime"	"Jewkes, Yvonne; Yar, Majid"		"Items for purchase"		9781843929338	2010	"Willan"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781843929338"	1516	
"Teaching literacy across the primary curriculum"	"Wray; David"		"Essential reading"		9781844453139	2006	"Learning Matters"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781844453139"	1516	
"Primary English: extending knowledge in practice"	"Wray; David; Medwell; Jane"		"Essential reading"		9781844453146	2008	"Learning Matters"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781844453146"	1516	
"Primary mathematics: extending knowledge in practice"	"Hansen, Alice"		"Essential reading"		9781844453160	2008	"Learning Matters Ltd"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781844453160"	1516	
"Primary science"	"Roden, Judith; Ward, Hellen; Ritchie, Hugh"		"Essential reading"		9781844453177	2007	"Learning Matters"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781844453177"	1516	
"Childhood and youth studies"	"Zwozdiak-Myers, Paula"		"Essential reading"	1844450759	9781844450756	2007	"Learning Matters"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781844453207"	1516	
"Mentoring"	"Wallace, Susan; Gravells, Jonathan"		"Essential reading"		9781844453245	2007	"Learning Matters Ltd"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781844453245"	1516	
"Managing with plans and budgets in health and social care"	"Field, Richard"		"Essential reading"		9781844453337	2007	"Learning Matters"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781844453337"	1516	
"Practising quality assurance in social care"	"Hafford-Letchfield; Trish"		"Essential reading"		9781844453344	2007	"Learning Matters"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781844453344"	1516	
"Collaborative social work practice"	"Quinney, Anne"		"Essential reading"	1844450147	9781844450145	2006	"Learning Matters"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781844453382"	1516	
"Loss and social work"	"Currer, Caroline"		"Essential reading"		9781844453405	2007	"Learning Matters"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781844453405"	1516	
"Childhood observation"	"Palaiologou, Ioanna"		"Essential reading"		9781844455942	2008	"Learning Matters"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781844455942"	1516	
"Equality and diversity in the lifelong learning sector"	"Gravells, Ann; Simpson, Susan"		"Essential reading"		9781844456017	2009	"Learning Matters"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9781844456017"	1516	
